movie_title,release_date,genre,MPAA_rating,director,character,voice-actor,revenue
Dumbo,31-Oct-41,,,Ben Sharpsteen,Timothy Q. Mouse,Edward Brophy,183926299.1544
Bambi,14-Aug-42,,,David Hand,Bambi,Donnie Dunagan,183926299.1544
Bambi,14-Aug-42,,,David Hand,Bambi,Hardie Albright,183926299.1544
Bambi,14-Aug-42,,,David Hand,Bambi,Alexander Gould,183926299.1544
Bambi,14-Aug-42,,,David Hand,Bambi's Mother,Paula Winslowe; Carolyn Hennesy,183926299.1544
Bambi,14-Aug-42,,,David Hand,Faline,Cammie King; Ann Gillis,183926299.1544
Bambi,14-Aug-42,,,David Hand,Flower,Stan Alexander; Sterling Holloway,183926299.1544
Bambi,14-Aug-42,,,David Hand,Friend Owl,Will Wright,183926299.1544
Bambi,14-Aug-42,,,David Hand,Great Prince of the Forest,Fred Shields,183926299.1544
Bambi,14-Aug-42,,,David Hand,Man the Hunter,None,183926299.1544
Bambi,14-Aug-42,,,David Hand,Mrs. Possum,Mary Lansing,183926299.1544
Bambi,14-Aug-42,,,David Hand,Mrs. Quail,Thelma Boardman,183926299.1544
Bambi,14-Aug-42,,,David Hand,Thumper,Peter Behn; Sam Edwards,183926299.1544
Bambi,14-Aug-42,,,David Hand,Thumper's Mother,Margaret Lee,183926299.1544
Saludos Amigos,24-Aug-42,,,Jack Kinney,José Carioca,José Oliveira; Rob Paulsen,183926299.1544
The Three Caballeros,21-Jul-44,,,Norman Ferguson,Aracuan Bird,Pinto Colvig,183926299.1544
The Three Caballeros,21-Jul-44,,,Norman Ferguson,Panchito Pistoles,Joaquin Garay; Carlos Alazraqui,183926299.1544
Make Mine Music,30-Jun-46,,,Jack Kinney,Alice Bluebonnet,None,183926299.1544
Fun and Fancy Free,27-Sep-47,,,Jack Kinney,Willie the Giant,Billy Gilbert,183926299.1544
Melody Time,27-May-48,,,Clyde Geronimi,Johnny Appleseed,Dennis Day,183926299.1544
Melody Time,27-May-48,,,Clyde Geronimi,Little Toot,None,183926299.1544
The Adventures of Ichabod and Mr. Toad,05-Oct-49,,,Jack Kinney,Angus MacBadger,Campbell Grant,183926299.1544
The Adventures of Ichabod and Mr. Toad,05-Oct-49,,,Jack Kinney,Cyril Proudbottom,J. Pat O'Malley,183926299.1544
The Adventures of Ichabod and Mr. Toad,05-Oct-49,,,Jack Kinney,Headless Horseman,None,183926299.1544
The Adventures of Ichabod and Mr. Toad,05-Oct-49,,,Jack Kinney,Ichabod Crane,Pinto Colvig,183926299.1544
The Adventures of Ichabod and Mr. Toad,05-Oct-49,,,Jack Kinney,J. Thaddeus Toad,Eric Blore,183926299.1544
The Adventures of Ichabod and Mr. Toad,05-Oct-49,,,Jack Kinney,Katrina Van Tassel,None,183926299.1544
The Adventures of Ichabod and Mr. Toad,05-Oct-49,,,Jack Kinney,Moley,Colin Campbell,183926299.1544
The Adventures of Ichabod and Mr. Toad,05-Oct-49,,,Jack Kinney,Ratty,Claud Allister,183926299.1544
The Adventures of Ichabod and Mr. Toad,05-Oct-49,,,Jack Kinney,Winkie the Barman,Oliver Wallace,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Captain Hook,Hans Conried,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,The Crocodile (Tick Tock),None,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Cubby,Robert Ellis,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,George Darling,Hans Conried,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,The Indian Chief,Candy Candido,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,John Darling,Paul Collins,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Mary Darling,Heather Angel,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Michael Darling,Tommy Luske,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Mr. Smee,Bill Thompson,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Nana,None,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Nibs,Jeffrey Silver,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Peter Pan,Bobby Driscoll,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Slightly,Stuffy Singer,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Tiger Lily,Cree Summer,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Tinker Bell,Mae Whitman,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Tootles,None,183926299.1544
Peter Pan,05-Feb-53,,,Hamilton Luske,Wendy Darling,Kathryn Beaumont,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Alan-a-Dale,Roger Miller,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Friar Tuck,Andy Devine,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,King Richard,Peter Ustinov,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Lady Kluck,Carole Shelley,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Little John,Phil Harris,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Maid Marian,Monica Evans,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Mother Rabbit,Barbara Luddy,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Nutsy the Vulture,Ken Curtis,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Otto,J. Pat O'Malley,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Prince John,Peter Ustinov,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Robin Hood,Brian Bedford,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Sheriff of Nottingham,Pat Buttram,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Sir Hiss,Terry-Thomas,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Sis Bunny,Dana Laurita,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Skippy Bunny,Billy Whittaker,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Tagalong Bunny,Dori Whittaker,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Toby Turtle,Richie Sanders,183926299.1544
Robin Hood,12-May-10,,,Wolfgang Reitherman,Trigger the Vulture,George Lindsey,183926299.1544
Fantasia 2000,17-Dec-99,,,full credits,Ballerina,None,183926299.1544
Fantasia 2000,17-Dec-99,,,full credits,Duke,None,183926299.1544
Fantasia 2000,17-Dec-99,,,full credits,Firebird !The Firebird,Hugo Weaving,183926299.1544
Fantasia 2000,17-Dec-99,,,full credits,Jack-in-the-Box,John Lithgow,183926299.1544
Fantasia 2000,17-Dec-99,,,full credits,Jobless Joe,None,183926299.1544
Fantasia 2000,17-Dec-99,,,full credits,Rachel,None,183926299.1544
Fantasia 2000,17-Dec-99,,,full credits,Spring Sprite,Helena Bonham Carter,183926299.1544
Fantasia 2000,17-Dec-99,,,full credits,Yo-Yo,None,183926299.1544
The Return of Jafar,20-May-94,,,,Abis Mal,Jason Alexander,183926299.1544
Donald Duck and the Gorilla,31-Mar-44,,,,Ajax the Gorilla,None,183926299.1544
Brother Bear 2,17-Aug-06,,,,Anda,Andrea Martin,183926299.1544
Brother Bear 2,17-Aug-06,,,,Atka,Jeff Bennett,183926299.1544
Brother Bear 2,17-Aug-06,,,,Aunt Siqiniq,Wendie Malick,183926299.1544
Brother Bear 2,17-Aug-06,,,,Aunt Taqqiq,Kathy Najimy,183926299.1544
Brother Bear 2,17-Aug-06,,,,Hoonah,Tress MacNeille,183926299.1544
Brother Bear 2,17-Aug-06,,,,Innoko,Wanda Sykes,183926299.1544
Brother Bear 2,17-Aug-06,,,,Kata,Catherine O'Hara,183926299.1544
Brother Bear 2,17-Aug-06,,,,Nita,Mandy Moore,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Angel,Alyssa Milano,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Annette,Debi Derryberry,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Buster,Chazz Palminteri,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Colette,Kath Soucie,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Danielle,Kath Soucie,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,The Dog Catcher,Jeff Bennett,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Francois,Bronson Pinchot,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Mooch,Bill Fagerbakke,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Ruby,Cathy Moriarty,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Scamp,Scott Wolf,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Scratchy,None,183926299.1544
Lady and the Tramp II: Scamp's Adventure,18-Feb-01,,,,Sparky,Mickey Rooney,183926299.1544
Beauty and the Beast: The Enchanted Christmas,11-Nov-97,,,,Angelique,Bernadette Peters,183926299.1544
Beauty and the Beast: The Enchanted Christmas,11-Nov-97,,,,Axe,Jeff Bennett,183926299.1544
Beauty and the Beast: The Enchanted Christmas,11-Nov-97,,,,The Enchantress,Kath Soucie,183926299.1544
Beauty and the Beast: The Enchanted Christmas,11-Nov-97,,,,Fife the Piccolo,Paul Reubens,183926299.1544
Beauty and the Beast: The Enchanted Christmas,11-Nov-97,,,,Forte the Pipe Organ,Tim Curry,183926299.1544
House of Mouse,06-Nov-01,,,,April,None,183926299.1544
House of Mouse,06-Nov-01,,,,June,None,183926299.1544
House of Mouse,06-Nov-01,,,,May,None,183926299.1544
House of Mouse,06-Nov-01,,,,Mike the Microphone,Rod Roddy,183926299.1544
Jungle Cubs,01-Nov-96,,,,Arthur,David Lander,183926299.1544
Jungle Cubs,01-Nov-96,,,,Cecil the Vulture,Michael McKean,183926299.1544
Jungle Cubs,01-Nov-96,,,,Mahra the Baboon,Tress MacNeille,183926299.1544
Jungle Cubs,01-Nov-96,,,,Ned the Baboon,Charlie Adler,183926299.1544
DuckTales,03-Aug-90,,,,Babyface Beagle,Terry McGovern,183926299.1544
DuckTales,03-Aug-90,,,,Backwoods Beagle,Danny Mann,183926299.1544
DuckTales,03-Aug-90,,,,Bacon Beagle,None,183926299.1544
DuckTales,03-Aug-90,,,,Baggy Beagle,Frank Welker,183926299.1544
DuckTales,03-Aug-90,,,,Bankjob Beagle,Peter Cullen,183926299.1544
DuckTales,03-Aug-90,,,,Bentina Beakley,Joan Gerber,183926299.1544
DuckTales,03-Aug-90,,,,Bigtime Beagle,Frank Welker,183926299.1544
DuckTales,03-Aug-90,,,,Binky Beagle,None,183926299.1544
DuckTales,03-Aug-90,,,,Bomber Beagle,Robert Ridgely,183926299.1544
DuckTales,03-Aug-90,,,,Bouncer Beagle,Chuck McCann,183926299.1544
DuckTales,03-Aug-90,,,,Bugle Beagle,Brian Cummings,183926299.1544
DuckTales,03-Aug-90,,,,Burger Beagle,Chuck McCann,183926299.1544
DuckTales,03-Aug-90,,,,Dijon the Thief,Richard Libertini,183926299.1544
DuckTales,03-Aug-90,,,,Doofus Drake,Brian Cummings,183926299.1544
DuckTales,03-Aug-90,,,,Duckworth,Chuck McCann,183926299.1544
DuckTales,03-Aug-90,,,,El Capitan,Jim Cummings,183926299.1544
DuckTales,03-Aug-90,,,,Fenton Crackshell (Gizmoduck),Hamilton Camp,183926299.1544
DuckTales,03-Aug-90,,,,Flintheart Glomgold,Hal Smith,183926299.1544
DuckTales,03-Aug-90,,,,Gladstone Gander,Rob Paulsen,183926299.1544
DuckTales,03-Aug-90,,,,Glittering Goldie,Joan Gerber,183926299.1544
DuckTales,03-Aug-90,,,,Gyro Gearloose,Hal Smith,183926299.1544
DuckTales,03-Aug-90,,,,Launchpad McQuack,Terry McGovern,183926299.1544
DuckTales,03-Aug-90,,,,Ma Beagle,June Foray,183926299.1544
DuckTales,03-Aug-90,,,,Magica De Spell,June Foray,183926299.1544
DuckTales,03-Aug-90,,,,Megabyte Beagle,Frank Welker,183926299.1544
DuckTales,03-Aug-90,,,,Merlock the Magician,Christopher Lloyd,183926299.1544
DuckTales,03-Aug-90,,,,Mrs. Featherby,June Foray,183926299.1544
DuckTales,03-Aug-90,,,,The Phantom Blot,Frank Welker; John O'Hurley,183926299.1544
DuckTales,03-Aug-90,,,,Poe De Spell,Terry McGovern; Frank Welker,183926299.1544
DuckTales,03-Aug-90,,,,Scrooge McDuck,Alan Young,183926299.1544
DuckTales,03-Aug-90,,,,Webby Vanderquack,Russi Taylor,183926299.1544
Mickey Mouse Clubhouse,12-Sep-11,,,,Baby Red Bird,Tress MacNeille,183926299.1544
Mickey Mouse Clubhouse,12-Sep-11,,,,Bella,Frank Welker,183926299.1544
Mickey Mouse Clubhouse,12-Sep-11,,,,Mr. Pettibone,Jeff Pidgeon,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Baby Herman,April Winchell,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Baby Herman,Lou Hirsch,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Benny the Cab,Charles Fleischer,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Greasy the Weasel,Charles Fleischer,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Jessica Rabbit,Kathleen Turner,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Judge Doom,Christopher Lloyd,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Psycho the Weasel,Charles Fleischer,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Roger Rabbit,Charles Fleischer,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Smarty the Weasel,David Lander,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Stupid the Weasel,Fred Newman,183926299.1544
Who Framed Roger Rabbit,21-Jun-88,,,,Wheezy the Weasel,June Foray,183926299.1544
Sofia the First,18-Nov-12,,,,Baileywick,Tim Gunn,183926299.1544
Sofia the First,18-Nov-12,,,,Cedric the Sorcerer,Jess Harnell,183926299.1544
Sofia the First,18-Nov-12,,,,Clover,Wayne Brady,183926299.1544
Sofia the First,18-Nov-12,,,,King Roland II,Travis Willingham,183926299.1544
Sofia the First,18-Nov-12,,,,Miss Nettle,Megan Mullally,183926299.1544
Sofia the First,18-Nov-12,,,,Prince James,Zach Callison,183926299.1544
Sofia the First,18-Nov-12,,,,Princess Amber,Darcy Rose Byrnes,183926299.1544
Sofia the First,18-Nov-12,,,,Queen Miranda,Sara Ramirez,183926299.1544
Sofia the First,18-Nov-12,,,,Princess Sofia,Ariel Winter,183926299.1544
Sofia the First,18-Nov-12,,,,Wormwood the Raven,Jim Cummings,183926299.1544
Cinderella II: Dreams Come True,23-Feb-02,,,,Baker,Rob Paulsen,183926299.1544
Cinderella II: Dreams Come True,23-Feb-02,,,,Pom-Pom,Frank Welker,183926299.1544
Cinderella II: Dreams Come True,23-Feb-02,,,,Prudence,Holland Taylor,183926299.1544
The Legend of Coyote Rock,24-Aug-45,,,,Bent-Tail the Coyote,Unknown,183926299.1544
Sheep Dog,04-Nov-49,,,,Bent-Tail Junior,Unknown,183926299.1544
An Extremely Goofy Movie,29-Feb-00,,,,Beret Girl,Vicki Lewis,183926299.1544
An Extremely Goofy Movie,29-Feb-00,,,,Bradley Uppercrust III,Jeff Bennett,183926299.1544
An Extremely Goofy Movie,29-Feb-00,,,,Sylvia Marpole,Bebe Neuwirth,183926299.1544
An Extremely Goofy Movie,29-Feb-00,,,,Tank,Brad Garrett,183926299.1544
Three Little Pigs,27-May-33,,,,Big Bad Wolf,Billy Bletcher,183926299.1544
Three Little Pigs,27-May-33,,,,Fiddler Pig,Mary Moder,183926299.1544
Three Little Pigs,27-May-33,,,,Fifer Pig,Dorothy Compton,183926299.1544
Three Little Pigs,27-May-33,,,,Practical Pig,Pinto Colvig,183926299.1544
Darkwing Duck,06-Sep-91,,,,Binkie Muddlefoot,Susan Tolsky,183926299.1544
Darkwing Duck,06-Sep-91,,,,Derek Blunt,Peter Renaday,183926299.1544
Darkwing Duck,06-Sep-91,,,,Dr. Reginald Bushroot,Tino Insana,183926299.1544
Darkwing Duck,06-Sep-91,,,,Drake Mallard (Darkwing Duck),Jim Cummings,183926299.1544
Darkwing Duck,06-Sep-91,,,,Gosalyn Mallard,Christine Cavanaugh,183926299.1544
Darkwing Duck,06-Sep-91,,,,Herb Muddlefoot,Jim Cummings,183926299.1544
Darkwing Duck,06-Sep-91,,,,Honker Muddlefoot,Katie Leigh,183926299.1544
Darkwing Duck,06-Sep-91,,,,J. Gander Hooter,Danny Mann,183926299.1544
Darkwing Duck,06-Sep-91,,,,Liquidator !The Liquidator,Jack Angel,183926299.1544
Darkwing Duck,06-Sep-91,,,,Megavolt,Dan Castellaneta,183926299.1544
Darkwing Duck,06-Sep-91,,,,Morgana McCawber,Kath Soucie,183926299.1544
Darkwing Duck,06-Sep-91,,,,NegaDuck,Jim Cummings,183926299.1544
Darkwing Duck,06-Sep-91,,,,Quackerjack,Michael Bell,183926299.1544
Darkwing Duck,06-Sep-91,,,,Rhoda Dendron,Jennifer Darling,183926299.1544
Darkwing Duck,06-Sep-91,,,,Steelbeak,Rob Paulsen,183926299.1544
Darkwing Duck,06-Sep-91,,,,Tank Muddlefoot,Dana Hill,183926299.1544
Darkwing Duck,06-Sep-91,,,,Taurus Bulba,Tim Curry,183926299.1544
Darkwing Duck,06-Sep-91,,,,Tuskernini,Kenneth Mars,183926299.1544
Darkwing Duck,06-Sep-91,,,,Vladimir Goudenov Grizzlikof,Ron Feinberg,183926299.1544
Tinker Bell and the Lost Treasure,03-Sep-09,,,,Blaze,None,183926299.1544
Disney Fairies,24-Dec-11,,,,Bobble,Rob Paulsen,183926299.1544
Disney Fairies,24-Dec-11,,,,Clank,Jeff Bennett,183926299.1544
Disney Fairies,24-Dec-11,,,,Fairy Mary,Jane Horrocks,183926299.1544
Disney Fairies,24-Dec-11,,,,Fawn,America Ferrera,183926299.1544
Disney Fairies,24-Dec-11,,,,Iridessa,Raven-Symoné,183926299.1544
Disney Fairies,24-Dec-11,,,,Queen Clarion,Anjelica Huston,183926299.1544
Disney Fairies,24-Dec-11,,,,Rosetta,Kristin Chenoweth,183926299.1544
Disney Fairies,24-Dec-11,,,,Silvermist,Lucy Liu,183926299.1544
Disney Fairies,24-Dec-11,,,,Terence,Jesse McCartney,183926299.1544
Disney Fairies,24-Dec-11,,,,Vidia,Pamela Adlon,183926299.1544
Bonkers,04-Mar-94,,,,Bonkers D. Bobcat,Jim Cummings,183926299.1544
Bonkers,04-Mar-94,,,,Fall-Apart Rabbit,Frank Welker,183926299.1544
Bonkers,04-Mar-94,,,,Miranda Wright,Karla DeVito,183926299.1544
Bonkers,04-Mar-94,,,,Toots,Frank Welker,183926299.1544
Timon and Pumbaa,15-Aug-97,,,,Boss Beaver,Brad Garrett,183926299.1544
Timon and Pumbaa,15-Aug-97,,,,Cheetata and Cheetato,Rob Paulsen; Jim Cummings,183926299.1544
Timon and Pumbaa,15-Aug-97,,,,Fred,S. Scott Bullock,183926299.1544
Timon and Pumbaa,15-Aug-97,,,,Natives,Jeff Bennett,183926299.1544
Timon and Pumbaa,15-Aug-97,,,,Quint,Corey Burton,183926299.1544
Timon and Pumbaa,15-Aug-97,,,,Smolder the Bear,Jim Cummings,183926299.1544
Timon and Pumbaa,15-Aug-97,,,,Speedy the Snail,Corey Burton,183926299.1544
Timon and Pumbaa,15-Aug-97,,,,Vulture Police,Townsend Coleman; Brian Cummings,183926299.1544
Silly Symphonies,04-Dec-01,,,,Bucky Bug,None,183926299.1544
Silly Symphonies,04-Dec-01,,,,Elmer Elephant,None,183926299.1544
Silly Symphonies,04-Dec-01,,,,Ferdinand the Bull,Milt Kahl,183926299.1544
Silly Symphonies,04-Dec-01,,,,Jenny Wren,Martha Wentworth,183926299.1544
Silly Symphonies,04-Dec-01,,,,Joe Giraffe,Pinto Colvig,183926299.1544
Silly Symphonies,04-Dec-01,,,,Joey Hippo,None,183926299.1544
Silly Symphonies,04-Dec-01,,,,Tillie Tiger,Alyce Ardell,183926299.1544
Bone Trouble,28-Jun-40,,,,Butch the Bulldog,Frank Welker,183926299.1544
101 Dalmatians: The Series,,,,,Cadpig,Kath Soucie,183926299.1544
101 Dalmatians: The Series,,,,,Spot,Tara Strong,183926299.1544
One Hundred and One Dalmatians,25-Jan-61,,,,The Captain,Thurl Ravenscroft,183926299.1544
One Hundred and One Dalmatians,25-Jan-61,,,,Duchess,Marjorie Bennett,183926299.1544
One Hundred and One Dalmatians,25-Jan-61,,,,Lucky,Mimi Gibson,183926299.1544
One Hundred and One Dalmatians,25-Jan-61,,,,Nanny,Martha Wentworth,183926299.1544
One Hundred and One Dalmatians,25-Jan-61,,,,Patch,Mickey Maga,183926299.1544
One Hundred and One Dalmatians,25-Jan-61,,,,Penny,Sandra Abbott,183926299.1544
One Hundred and One Dalmatians,25-Jan-61,,,,Princess,Queenie Leonard,183926299.1544
One Hundred and One Dalmatians,25-Jan-61,,,,Rolly,Barbara Beaird,183926299.1544
The Fox and the Hound 2,09-Nov-06,,,,Cash,Patrick Swayze,183926299.1544
The Fox and the Hound 2,09-Nov-06,,,,Dixie,Reba McEntire,183926299.1544
The Fox and the Hound 2,09-Nov-06,,,,Granny Rose,Vicki Lawrence,183926299.1544
The Fox and the Hound 2,09-Nov-06,,,,Lyle,Jeff Foxworthy,183926299.1544
Aladdin and the King of Thieves,20-May-96,,,,Cassim,John Rhys-Davies,183926299.1544
Aladdin and the King of Thieves,20-May-96,,,,Sa'luk,Jerry Orbach,183926299.1544
Belle's Magical World,16-Feb-98,,,,Chandeleria,April Winchell,183926299.1544
Belle's Magical World,16-Feb-98,,,,Crane,Jeff Bennett,183926299.1544
Belle's Magical World,16-Feb-98,,,,Le Plufme,Rob Paulsen,183926299.1544
Belle's Magical World,16-Feb-98,,,,Webster,Jim Cummings,183926299.1544
Belle's Magical World,16-Feb-98,,,,Witherspoon,None,183926299.1544
Goof Troop,05-Dec-92,,,,Chainsaw,Frank Welker,183926299.1544
Goof Troop,05-Dec-92,,,,Max Goof,Dana Hill; Jason Marsden,183926299.1544
Goof Troop,05-Dec-92,,,,Peg Pete,April Winchell,183926299.1544
Goof Troop,05-Dec-92,,,,Pete Junior,Rob Paulsen,183926299.1544
Goof Troop,05-Dec-92,,,,Pistol Pete,Nancy Cartwright,183926299.1544
Goof Troop,05-Dec-92,,,,Waffles,Frank Welker,183926299.1544
Private Pluto,02-Apr-43,,,,Chip,James MacDonald,183926299.1544
Private Pluto,02-Apr-43,,,,Dale,Dessie Flynn; Corey Burton,183926299.1544
Winnie the Pooh and the Honey Tree,01-Jan-66,,,,Christopher Robin,Bruce Reitherman,183926299.1544
Winnie the Pooh and the Honey Tree,01-Jan-66,,,,Eeyore,Ralph Wright,183926299.1544
Winnie the Pooh and the Honey Tree,01-Jan-66,,,,Gopher,Howard Morris; Michael Gough,183926299.1544
Winnie the Pooh and the Honey Tree,01-Jan-66,,,,Kanga,Barbara Luddy,183926299.1544
Winnie the Pooh and the Honey Tree,01-Jan-66,,,,Owl,Hal Smith,183926299.1544
Winnie the Pooh and the Honey Tree,01-Jan-66,,,,Rabbit,Junius Matthews,183926299.1544
Winnie the Pooh and the Honey Tree,01-Jan-66,,,,Roo,Clint Howard,183926299.1544
Winnie the Pooh and the Honey Tree,01-Jan-66,,,,Roo,Dori Whittaker,183926299.1544
Winnie the Pooh and the Honey Tree,01-Jan-66,,,,Winnie the Pooh,Sterling Holloway,183926299.1544
Orphan's Benefit,11-Aug-41,,,,Clara Cluck,Florence Gill,183926299.1544
Plane Crazy,17-Mar-29,,,,Clarabelle Cow,Marcellite Garner,183926299.1544
Plane Crazy,17-Mar-29,,,,Minnie Mouse,Walt Disney; Marcellite Garner,183926299.1544
The Little Mermaid II: Return to the Sea,23-Jan-00,,,,Cloak and Dagger,None,183926299.1544
The Little Mermaid II: Return to the Sea,23-Jan-00,,,,Dash,Stephen Furst,183926299.1544
The Little Mermaid II: Return to the Sea,23-Jan-00,,,,Melody,Tara Strong,183926299.1544
The Little Mermaid II: Return to the Sea,23-Jan-00,,,,Morgana,Pat Carroll,183926299.1544
The Little Mermaid II: Return to the Sea,23-Jan-00,,,,Tip,Max Casella,183926299.1544
Mr. Duck Steps Out,07-Jun-40,,,,Daisy Duck,Clarence Nash; Gloria Blondell,183926299.1544
Return to Never Land,14-Feb-02,,,,Danny,Andrew McDonough,183926299.1544
Return to Never Land,14-Feb-02,,,,Edward,Roger Rees,183926299.1544
Return to Never Land,14-Feb-02,,,,Jane,Harriet Owen,183926299.1544
Return to Never Land,14-Feb-02,,,,The Octopus,Frank Welker,183926299.1544
My Friends Tigger & Pooh,07-May-08,,,,Darby,Chloë Grace Moretz,183926299.1544
Donald's Nephews,15-Apr-38,,,,Dewey,Clarence Nash; Russi Taylor,183926299.1544
Donald's Nephews,15-Apr-38,,,,Huey,Clarence Nash; Russi Taylor,183926299.1544
Donald's Nephews,15-Apr-38,,,,Louie,Clarence Nash; Russi Taylor,183926299.1544
The Sleepwalker,20-Jan-14,,,,Dinah the Dachshund,None,183926299.1544
TaleSpin,07-Sep-90,,,,Don Karnage,Jim Cummings,183926299.1544
TaleSpin,07-Sep-90,,,,Kit Cloudkicker,R. J. Williams; Alan Roberts,183926299.1544
The Wise Little Hen,08-Jun-34,,,,Donald Duck,Clarence Nash; Tony Anselmo,183926299.1544
The Wise Little Hen,08-Jun-34,,,,Peter Pig,Pinto Colvig,183926299.1544
Stitch! The Movie,26-Aug-03,,,,Dr. Jacques von Hamsterviel,Jeff Bennett,183926299.1544
Pete's Dragon,10-Aug-16,,,,Elliott,Charlie Callas,183926299.1544
Chip 'n Dale Rescue Rangers,20-May-22,,,,Fat Cat,Jim Cummings,183926299.1544
Chip 'n Dale Rescue Rangers,20-May-22,,,,Gadget Hackwrench,Tress MacNeille,183926299.1544
Chip 'n Dale Rescue Rangers,20-May-22,,,,Monterey Jack,Jim Cummings,183926299.1544
Chip 'n Dale Rescue Rangers,20-May-22,,,,Professor Norton Nimnul,Jim Cummings,183926299.1544
Chip 'n Dale Rescue Rangers,20-May-22,,,,Zipper,Corey Burton,183926299.1544
Mickey's Steam Roller,16-Jun-34,,,,Ferdie Fieldmouse,None,183926299.1544
Mickey's Steam Roller,16-Jun-34,,,,Morty Fieldmouse,None,183926299.1544
Journey into Imagination with Figment,,,,,Figment,Dave Goelz,183926299.1544
Higglytown Heroes,01-Sep-04,,,,Fran,Edie McClurg,183926299.1544
Secret of the Wings,17-Aug-12,,,,Gliss,Grey Delisle,183926299.1544
Secret of the Wings,17-Aug-12,,,,Periwinkle,Lucy Hale,183926299.1544
Mickey's Revue,24-May-32,,,,Goofy,Pinto Colvig; Bill Farmer,183926299.1544
"This is Your Life, Donald Duck",11-Mar-60,,,,Grandma Duck,June Foray,183926299.1544
Bambi II,26-Jan-06,,,,The Groundhog,Brian Pimental,183926299.1544
Bambi II,26-Jan-06,,,,Mena,Cree Summer,183926299.1544
Bambi II,26-Jan-06,,,,Ronno,Anthony Ghannam,183926299.1544
Donald's Cousin Gus,19-May-39,,,,Gus Goose,Clarence Nash,183926299.1544
The Plow Boy,01-Jan-27,,,,Horace Horsecollar,Walt Disney; Bill Farmer,183926299.1544
